tanggal,stasiun,pm10,so2,co,o3,no2,max,critical,categori,pm25
2013-02-10,DKI1 (Bunderan HI),65.0,2.0,34.0,140.0,19.0,140.0,O3,TIDAK SEHAT,
2013-02-11,DKI1 (Bunderan HI),72.0,2.0,46.0,85.0,23.0,85.0,O3,SEDANG,
2013-02-12,DKI1 (Bunderan HI),69.0,2.0,35.0,73.0,20.0,73.0,O3,SEDANG,
2013-02-13,DKI1 (Bunderan HI),51.0,2.0,31.0,102.0,19.0,102.0,O3,TIDAK SEHAT,
2013-02-14,DKI1 (Bunderan HI),64.0,2.0,38.0,73.0,21.0,73.0,O3,SEDANG,
2013-02-15,DKI1 (Bunderan HI),59.0,3.0,34.0,80.0,14.0,80.0,O3,SEDANG,
2013-02-16,DKI1 (Bunderan HI),49.0,2.0,21.0,61.0,11.0,61.0,O3,SEDANG,
2013-02-17,DKI1 (Bunderan HI),33.0,1.0,20.0,54.0,10.0,54.0,O3,SEDANG,
2013-02-18,DKI1 (Bunderan HI),45.0,2.0,33.0,45.0,15.0,45.0,PM10,BAIK,
2013-02-19,DKI1 (Bunderan HI),44.0,2.0,32.0,39.0,12.0,44.0,PM10,BAIK,
2013-02-20,DKI1 (Bunderan HI),58.0,3.0,29.0,51.0,13.0,58.0,PM10,SEDANG,
2013-02-21,DKI1 (Bunderan HI),54.0,2.0,42.0,53.0,16.0,54.0,PM10,SEDANG,
2013-02-22,DKI1 (Bunderan HI),50.0,2.0,25.0,43.0,11.0,50.0,PM10,BAIK,
2013-02-23,DKI1 (Bunderan HI),49.0,1.0,25.0,68.0,12.0,68.0,O3,SEDANG,
2013-02-24,DKI1 (Bunderan HI),59.0,2.0,28.0,64.0,13.0,64.0,O3,SEDANG,
2013-02-25,DKI1 (Bunderan HI),52.0,2.0,24.0,65.0,15.0,65.0,O3,SEDANG,
2013-02-26,DKI1 (Bunderan HI),54.0,1.0,31.0,75.0,14.0,75.0,O3,SEDANG,
2013-02-27,DKI1 (Bunderan HI),53.0,1.0,33.0,69.0,17.0,69.0,O3,SEDANG,
2013-02-28,DKI1 (Bunderan HI),47.0,2.0,21.0,54.0,7.0,54.0,O3,SEDANG,
2013-03-01,DKI1 (Bunderan HI),48.0,2.0,24.0,62.0,9.0,62.0,O3,SEDANG,
2013-03-02,DKI1 (Bunderan HI),52.0,2.0,26.0,75.0,12.0,75.0,O3,SEDANG,
2013-03-03,DKI1 (Bunderan HI),55.0,2.0,23.0,79.0,13.0,79.0,O3,SEDANG,
2013-03-04,DKI1 (Bunderan HI),42.0,1.0,26.0,73.0,14.0,73.0,O3,SEDANG,
2013-03-05,DKI1 (Bunderan HI),44.0,2.0,38.0,48.0,13.0,48.0,O3,BAIK,
2013-03-06,DKI1 (Bunderan HI),103.0,5.0,80.0,57.0,31.0,103.0,PM10,TIDAK SEHAT,
2013-03-07,DKI1 (Bunderan HI),87.0,6.0,73.0,72.0,30.0,87.0,PM10,SEDANG,
2013-03-08,DKI1 (Bunderan HI),63.0,4.0,34.0,53.0,17.0,63.0,PM10,SEDANG,
2013-03-09,DKI1 (Bunderan HI),64.0,4.0,40.0,53.0,15.0,64.0,PM10,SEDANG,
2013-03-10,DKI1 (Bunderan HI),,,,,,0.0,,TIDAK ADA DATA,
2013-03-11,DKI1 (Bunderan HI),,,,,,0.0,,TIDAK ADA DATA,
2013-03-12,DKI1 (Bunderan HI),,,,,,0.0,,TIDAK ADA DATA,
2013-03-13,DKI1 (Bunderan HI),,,,,,0.0,,TIDAK ADA DATA,
2013-03-14,DKI1 (Bunderan HI),,,,,,0.0,,TIDAK ADA DATA,
2013-03-15,DKI1 (Bunderan HI),,,,,,0.0,,TIDAK ADA DATA,
2013-03-16,DKI1 (Bunderan HI),61.0,4.0,29.0,76.0,10.0,76.0,O3,SEDANG,
2013-03-17,DKI1 (Bunderan HI),58.0,1.0,31.0,76.0,10.0,76.0,O3,SEDANG,
2013-03-18,DKI1 (Bunderan HI),47.0,2.0,24.0,55.0,11.0,55.0,O3,SEDANG,
2013-03-19,DKI1 (Bunderan HI),63.0,3.0,37.0,101.0,21.0,101.0,O3,TIDAK SEHAT,
2013-03-20,DKI1 (Bunderan HI),65.0,4.0,36.0,70.0,20.0,70.0,O3,SEDANG,
2013-03-21,DKI1 (Bunderan HI),60.0,2.0,35.0,65.0,19.0,65.0,O3,SEDANG,
2013-03-22,DKI1 (Bunderan HI),76.0,2.0,42.0,73.0,21.0,76.0,PM10,SEDANG,
2013-03-23,DKI1 (Bunderan HI),64.0,2.0,30.0,58.0,14.0,64.0,PM10,SEDANG,
2013-03-24,DKI1 (Bunderan HI),53.0,1.0,33.0,53.0,16.0,53.0,PM10,SEDANG,
2013-03-25,DKI1 (Bunderan HI),55.0,2.0,18.0,63.0,19.0,63.0,O3,SEDANG,
2013-03-26,DKI1 (Bunderan HI),71.0,3.0,35.0,49.0,21.0,71.0,PM10,SEDANG,
2013-03-27,DKI1 (Bunderan HI),74.0,3.0,37.0,69.0,23.0,74.0,PM10,SEDANG,
2013-03-28,DKI1 (Bunderan HI),89.0,3.0,53.0,108.0,26.0,108.0,O3,TIDAK SEHAT,
2013-03-29,DKI1 (Bunderan HI),71.0,2.0,37.0,114.0,18.0,114.0,O3,TIDAK SEHAT,
2013-03-30,DKI1 (Bunderan HI),54.0,2.0,18.0,37.0,10.0,54.0,PM10,SEDANG,
2013-03-31,DKI1 (Bunderan HI),46.0,1.0,23.0,63.0,12.0,63.0,O3,SEDANG,
2013-04-01,DKI1 (Bunderan HI),56.0,2.0,40.0,69.0,22.0,69.0,O3,SEDANG,
2013-04-02,DKI1 (Bunderan HI),66.0,2.0,34.0,56.0,23.0,66.0,PM10,SEDANG,
2013-04-03,DKI1 (Bunderan HI),71.0,2.0,43.0,111.0,27.0,111.0,O3,TIDAK SEHAT,
2013-04-04,DKI1 (Bunderan HI),62.0,2.0,35.0,73.0,17.0,73.0,O3,SEDANG,
2013-04-05,DKI1 (Bunderan HI),56.0,2.0,33.0,47.0,16.0,56.0,PM10,SEDANG,
2013-04-06,DKI1 (Bunderan HI),51.0,1.0,23.0,89.0,16.0,89.0,O3,SEDANG,
2013-04-07,DKI1 (Bunderan HI),47.0,2.0,23.0,57.0,11.0,57.0,O3,SEDANG,
2013-04-08,DKI1 (Bunderan HI),56.0,2.0,42.0,66.0,25.0,66.0,O3,SEDANG,
2013-04-09,DKI1 (Bunderan HI),56.0,2.0,37.0,94.0,23.0,94.0,O3,SEDANG,
2013-04-10,DKI1 (Bunderan HI),61.0,2.0,28.0,47.0,14.0,61.0,PM10,SEDANG,
2013-04-11,DKI1 (Bunderan HI),54.0,3.0,33.0,62.0,15.0,62.0,O3,SEDANG,
2013-04-12,DKI1 (Bunderan HI),56.0,2.0,33.0,54.0,21.0,56.0,PM10,SEDANG,
2013-04-13,DKI1 (Bunderan HI),34.0,1.0,22.0,27.0,8.0,34.0,PM10,BAIK,
2013-04-14,DKI1 (Bunderan HI),34.0,1.0,15.0,44.0,7.0,44.0,O3,BAIK,
2013-04-15,DKI1 (Bunderan HI),47.0,1.0,22.0,52.0,7.0,52.0,O3,SEDANG,
2013-04-16,DKI1 (Bunderan HI),47.0,1.0,30.0,61.0,11.0,61.0,O3,SEDANG,
2013-04-17,DKI1 (Bunderan HI),60.0,1.0,37.0,117.0,32.0,117.0,O3,TIDAK SEHAT,
2013-04-18,DKI1 (Bunderan HI),49.0,1.0,31.0,121.0,22.0,121.0,O3,TIDAK SEHAT,
2013-04-19,DKI1 (Bunderan HI),60.0,2.0,46.0,88.0,20.0,88.0,O3,SEDANG,
2013-04-20,DKI1 (Bunderan HI),65.0,2.0,32.0,99.0,20.0,99.0,O3,SEDANG,
2013-04-21,DKI1 (Bunderan HI),68.0,2.0,26.0,75.0,19.0,75.0,O3,SEDANG,
2013-04-22,DKI1 (Bunderan HI),56.0,1.0,32.0,68.0,12.0,68.0,O3,SEDANG,
2013-04-23,DKI1 (Bunderan HI),73.0,2.0,53.0,77.0,20.0,77.0,O3,SEDANG,
2013-04-24,DKI1 (Bunderan HI),64.0,2.0,32.0,66.0,12.0,66.0,O3,SEDANG,
2013-04-25,DKI1 (Bunderan HI),82.0,1.0,43.0,63.0,13.0,82.0,PM10,SEDANG,
2013-04-26,DKI1 (Bunderan HI),,,,,,0.0,,TIDAK ADA DATA,
2013-04-27,DKI1 (Bunderan HI),,,,,,0.0,,TIDAK ADA DATA,
2013-04-28,DKI1 (Bunderan HI),,,,,,0.0,,TIDAK ADA DATA,
2013-04-29,DKI1 (Bunderan HI),,,,,,0.0,,TIDAK ADA DATA,
2013-04-30,DKI1 (Bunderan HI),,,,,,0.0,,TIDAK ADA DATA,
2013-05-01,DKI1 (Bunderan HI),70.0,2.0,16.0,62.0,12.0,70.0,PM10,SEDANG,
2013-05-02,DKI1 (Bunderan HI),56.0,2.0,33.0,48.0,19.0,56.0,PM10,SEDANG,
2013-05-03,DKI1 (Bunderan HI),71.0,3.0,27.0,54.0,12.0,71.0,PM10,SEDANG,
2013-05-04,DKI1 (Bunderan HI),74.0,3.0,18.0,64.0,12.0,74.0,PM10,SEDANG,
2013-05-05,DKI1 (Bunderan HI),72.0,1.0,15.0,61.0,12.0,72.0,PM10,SEDANG,
2013-05-06,DKI1 (Bunderan HI),75.0,3.0,28.0,58.0,18.0,75.0,PM10,SEDANG,
2013-05-07,DKI1 (Bunderan HI),81.0,1.0,28.0,53.0,16.0,81.0,PM10,SEDANG,
2013-05-08,DKI1 (Bunderan HI),53.0,1.0,31.0,43.0,17.0,53.0,PM10,SEDANG,
2013-05-09,DKI1 (Bunderan HI),62.0,2.0,28.0,55.0,16.0,62.0,PM10,SEDANG,
2013-05-10,DKI1 (Bunderan HI),58.0,2.0,32.0,74.0,25.0,74.0,O3,SEDANG,
2013-05-11,DKI1 (Bunderan HI),61.0,3.0,32.0,76.0,19.0,76.0,O3,SEDANG,
2013-05-12,DKI1 (Bunderan HI),56.0,1.0,32.0,70.0,18.0,70.0,O3,SEDANG,
2013-05-13,DKI1 (Bunderan HI),57.0,2.0,35.0,37.0,15.0,57.0,PM10,SEDANG,
2013-05-14,DKI1 (Bunderan HI),74.0,3.0,45.0,57.0,22.0,74.0,PM10,SEDANG,
2013-05-15,DKI1 (Bunderan HI),72.0,2.0,34.0,48.0,28.0,72.0,PM10,SEDANG,
2013-05-16,DKI1 (Bunderan HI),57.0,2.0,33.0,45.0,28.0,57.0,PM10,SEDANG,
2013-05-17,DKI1 (Bunderan HI),69.0,3.0,25.0,46.0,18.0,69.0,PM10,SEDANG,
2013-05-18,DKI1 (Bunderan HI),66.0,3.0,29.0,72.0,21.0,72.0,O3,SEDANG,
2013-05-19,DKI1 (Bunderan HI),73.0,3.0,30.0,63.0,28.0,73.0,PM10,SEDANG,
2013-05-20,DKI1 (Bunderan HI),39.0,1.0,34.0,91.0,28.0,91.0,O3,SEDANG,
2013-05-21,DKI1 (Bunderan HI),32.0,4.0,31.0,69.0,24.0,69.0,O3,SEDANG,
2013-05-22,DKI1 (Bunderan HI),66.0,2.0,36.0,37.0,16.0,66.0,PM10,SEDANG,
2013-05-23,DKI1 (Bunderan HI),59.0,3.0,45.0,83.0,24.0,83.0,O3,SEDANG,
2013-05-24,DKI1 (Bunderan HI),63.0,2.0,30.0,78.0,24.0,78.0,O3,SEDANG,
2013-05-25,DKI1 (Bunderan HI),77.0,2.0,24.0,68.0,25.0,77.0,PM10,SEDANG,
2013-05-26,DKI1 (Bunderan HI),59.0,2.0,14.0,74.0,16.0,74.0,O3,SEDANG,
2013-05-27,DKI1 (Bunderan HI),67.0,3.0,13.0,48.0,18.0,67.0,PM10,SEDANG,
2013-05-28,DKI1 (Bunderan HI),58.0,3.0,10.0,51.0,17.0,58.0,PM10,SEDANG,
2013-05-29,DKI1 (Bunderan HI),70.0,3.0,6.0,61.0,19.0,70.0,PM10,SEDANG,
2013-05-30,DKI1 (Bunderan HI),56.0,3.0,,50.0,22.0,56.0,PM10,SEDANG,
2013-05-31,DKI1 (Bunderan HI),52.0,2.0,,48.0,11.0,52.0,PM10,SEDANG,
2013-06-01,DKI1 (Bunderan HI),50.0,2.0,20.0,24.0,11.0,50.0,PM10,BAIK,
2013-06-02,DKI1 (Bunderan HI),56.0,3.0,33.0,4.0,14.0,56.0,PM10,SEDANG,
2013-06-03,DKI1 (Bunderan HI),53.0,3.0,28.0,4.0,13.0,53.0,PM10,SEDANG,
2013-06-04,DKI1 (Bunderan HI),47.0,2.0,31.0,3.0,11.0,47.0,PM10,BAIK,
2013-06-05,DKI1 (Bunderan HI),55.0,2.0,42.0,4.0,18.0,55.0,PM10,SEDANG,
2013-06-06,DKI1 (Bunderan HI),39.0,1.0,32.0,3.0,14.0,39.0,PM10,BAIK,
2013-06-07,DKI1 (Bunderan HI),67.0,2.0,53.0,6.0,29.0,67.0,PM10,SEDANG,
2013-06-08,DKI1 (Bunderan HI),86.0,4.0,46.0,6.0,21.0,86.0,PM10,SEDANG,
2013-06-09,DKI1 (Bunderan HI),60.0,2.0,42.0,5.0,17.0,60.0,PM10,SEDANG,
2013-06-10,DKI1 (Bunderan HI),,,,,,0.0,,TIDAK ADA DATA,
2013-06-11,DKI1 (Bunderan HI),66.0,2.0,35.0,5.0,19.0,66.0,PM10,SEDANG,
2013-06-12,DKI1 (Bunderan HI),37.0,1.0,33.0,3.0,9.0,37.0,PM10,BAIK,
2013-06-13,DKI1 (Bunderan HI),66.0,2.0,58.0,4.0,25.0,66.0,PM10,SEDANG,
2013-06-14,DKI1 (Bunderan HI),56.0,4.0,51.0,41.0,13.0,56.0,PM10,SEDANG,
2013-06-15,DKI1 (Bunderan HI),60.0,4.0,26.0,44.0,13.0,60.0,PM10,SEDANG,
2013-06-16,DKI1 (Bunderan HI),83.0,2.0,71.0,94.0,21.0,94.0,O3,SEDANG,
2013-06-17,DKI1 (Bunderan HI),71.0,3.0,53.0,69.0,19.0,71.0,PM10,SEDANG,
2013-06-18,DKI1 (Bunderan HI),62.0,4.0,54.0,31.0,21.0,62.0,PM10,SEDANG,
2013-06-19,DKI1 (Bunderan HI),54.0,5.0,33.0,35.0,15.0,54.0,PM10,SEDANG,
2013-06-20,DKI1 (Bunderan HI),58.0,4.0,40.0,49.0,17.0,58.0,PM10,SEDANG,
2013-06-21,DKI1 (Bunderan HI),71.0,4.0,53.0,66.0,30.0,71.0,PM10,SEDANG,
2013-06-22,DKI1 (Bunderan HI),77.0,4.0,48.0,46.0,16.0,77.0,PM10,SEDANG,
2013-06-23,DKI1 (Bunderan HI),61.0,5.0,34.0,63.0,11.0,63.0,O3,SEDANG,
2013-06-24,DKI1 (Bunderan HI),67.0,5.0,36.0,100.0,18.0,100.0,O3,SEDANG,
2013-06-25,DKI1 (Bunderan HI),77.0,5.0,36.0,104.0,21.0,104.0,O3,TIDAK SEHAT,
2013-06-26,DKI1 (Bunderan HI),85.0,10.0,34.0,93.0,18.0,93.0,O3,SEDANG,
2013-06-27,DKI1 (Bunderan HI),83.0,6.0,58.0,74.0,26.0,83.0,PM10,SEDANG,
2013-06-28,DKI1 (Bunderan HI),58.0,11.0,38.0,46.0,19.0,58.0,PM10,SEDANG,
2013-06-29,DKI1 (Bunderan HI),63.0,11.0,33.0,47.0,13.0,63.0,PM10,SEDANG,
2013-06-30,DKI1 (Bunderan HI),62.0,8.0,35.0,39.0,12.0,62.0,PM10,SEDANG,
2013-07-01,DKI1 (Bunderan HI),55.0,7.0,31.0,35.0,20.0,55.0,PM10,SEDANG,
2013-07-02,DKI1 (Bunderan HI),67.0,8.0,43.0,58.0,21.0,67.0,PM10,SEDANG,
2013-07-03,DKI1 (Bunderan HI),55.0,5.0,43.0,41.0,23.0,55.0,PM10,SEDANG,
2013-07-04,DKI1 (Bunderan HI),57.0,7.0,51.0,23.0,22.0,57.0,PM10,SEDANG,
2013-07-05,DKI1 (Bunderan HI),52.0,6.0,49.0,21.0,22.0,52.0,PM10,SEDANG,
2013-07-06,DKI1 (Bunderan HI),58.0,8.0,46.0,37.0,15.0,58.0,PM10,SEDANG,
2013-07-07,DKI1 (Bunderan HI),61.0,7.0,33.0,40.0,12.0,61.0,PM10,SEDANG,
2013-07-08,DKI1 (Bunderan HI),74.0,13.0,38.0,67.0,17.0,74.0,PM10,SEDANG,
2013-07-09,DKI1 (Bunderan HI),70.0,7.0,36.0,91.0,18.0,91.0,O3,SEDANG,
2013-07-10,DKI1 (Bunderan HI),57.0,7.0,37.0,67.0,20.0,67.0,O3,SEDANG,
2013-07-11,DKI1 (Bunderan HI),80.0,10.0,39.0,75.0,26.0,80.0,PM10,SEDANG,
2013-07-12,DKI1 (Bunderan HI),60.0,6.0,45.0,58.0,21.0,60.0,PM10,SEDANG,
2013-07-13,DKI1 (Bunderan HI),60.0,5.0,36.0,76.0,19.0,76.0,O3,SEDANG,
2013-07-14,DKI1 (Bunderan HI),35.0,4.0,32.0,47.0,20.0,47.0,O3,BAIK,
2013-07-15,DKI1 (Bunderan HI),65.0,8.0,46.0,59.0,19.0,65.0,PM10,SEDANG,
2013-07-16,DKI1 (Bunderan HI),75.0,8.0,43.0,51.0,23.0,75.0,PM10,SEDANG,
2013-07-17,DKI1 (Bunderan HI),68.0,6.0,43.0,88.0,25.0,88.0,O3,SEDANG,
2013-07-18,DKI1 (Bunderan HI),75.0,7.0,45.0,59.0,20.0,75.0,PM10,SEDANG,
2013-07-19,DKI1 (Bunderan HI),64.0,12.0,41.0,66.0,21.0,66.0,O3,SEDANG,
2013-07-20,DKI1 (Bunderan HI),72.0,9.0,30.0,76.0,16.0,76.0,O3,SEDANG,
2013-07-21,DKI1 (Bunderan HI),69.0,6.0,56.0,68.0,22.0,69.0,PM10,SEDANG,
2013-07-22,DKI1 (Bunderan HI),56.0,4.0,40.0,52.0,19.0,56.0,PM10,SEDANG,
2013-07-23,DKI1 (Bunderan HI),71.0,9.0,54.0,36.0,21.0,71.0,PM10,SEDANG,
2013-07-24,DKI1 (Bunderan HI),58.0,8.0,31.0,57.0,17.0,58.0,PM10,SEDANG,
2013-07-25,DKI1 (Bunderan HI),63.0,8.0,44.0,44.0,13.0,63.0,PM10,SEDANG,
2013-07-26,DKI1 (Bunderan HI),52.0,7.0,23.0,38.0,8.0,52.0,PM10,SEDANG,
2013-07-27,DKI1 (Bunderan HI),58.0,7.0,24.0,68.0,15.0,68.0,O3,SEDANG,
2013-07-28,DKI1 (Bunderan HI),67.0,5.0,58.0,65.0,24.0,67.0,PM10,SEDANG,
2013-07-29,DKI1 (Bunderan HI),70.0,9.0,35.0,77.0,19.0,77.0,O3,SEDANG,
2013-07-30,DKI1 (Bunderan HI),62.0,8.0,35.0,56.0,20.0,62.0,PM10,SEDANG,
2013-07-31,DKI1 (Bunderan HI),61.0,7.0,32.0,72.0,21.0,72.0,O3,SEDANG,
2013-08-01,DKI1 (Bunderan HI),70.0,10.0,32.0,74.0,17.0,74.0,O3,SEDANG,
2013-08-02,DKI1 (Bunderan HI),56.0,6.0,31.0,42.0,15.0,56.0,PM10,SEDANG,
2013-08-03,DKI1 (Bunderan HI),57.0,8.0,30.0,49.0,16.0,57.0,PM10,SEDANG,
2013-08-04,DKI1 (Bunderan HI),61.0,7.0,19.0,51.0,11.0,61.0,PM10,SEDANG,
2013-08-05,DKI1 (Bunderan HI),65.0,6.0,33.0,50.0,27.0,65.0,PM10,SEDANG,
2013-08-06,DKI1 (Bunderan HI),78.0,7.0,32.0,89.0,19.0,89.0,O3,SEDANG,
2013-08-07,DKI1 (Bunderan HI),55.0,4.0,19.0,78.0,17.0,78.0,O3,SEDANG,
2013-08-08,DKI1 (Bunderan HI),67.0,6.0,58.0,88.0,12.0,88.0,O3,SEDANG,
2013-08-09,DKI1 (Bunderan HI),53.0,4.0,21.0,74.0,12.0,74.0,O3,SEDANG,
2013-08-10,DKI1 (Bunderan HI),56.0,4.0,19.0,79.0,11.0,79.0,O3,SEDANG,
2013-08-11,DKI1 (Bunderan HI),53.0,5.0,23.0,74.0,13.0,74.0,O3,SEDANG,
2013-08-12,DKI1 (Bunderan HI),51.0,5.0,23.0,86.0,14.0,86.0,O3,SEDANG,
2013-08-13,DKI1 (Bunderan HI),57.0,8.0,21.0,74.0,18.0,74.0,O3,SEDANG,
2013-08-14,DKI1 (Bunderan HI),56.0,8.0,22.0,62.0,13.0,62.0,O3,SEDANG,
2013-08-15,DKI1 (Bunderan HI),58.0,9.0,25.0,39.0,14.0,58.0,PM10,SEDANG,
2013-08-16,DKI1 (Bunderan HI),57.0,9.0,23.0,68.0,10.0,68.0,O3,SEDANG,
2013-08-17,DKI1 (Bunderan HI),55.0,6.0,18.0,65.0,10.0,65.0,O3,SEDANG,
2013-08-18,DKI1 (Bunderan HI),50.0,4.0,25.0,77.0,12.0,77.0,O3,SEDANG,
2013-08-19,DKI1 (Bunderan HI),54.0,7.0,26.0,66.0,14.0,66.0,O3,SEDANG,
2013-08-20,DKI1 (Bunderan HI),58.0,9.0,27.0,66.0,19.0,66.0,O3,SEDANG,
2013-08-21,DKI1 (Bunderan HI),67.0,9.0,30.0,72.0,19.0,72.0,O3,SEDANG,
2013-08-22,DKI1 (Bunderan HI),69.0,8.0,27.0,63.0,14.0,69.0,PM10,SEDANG,
2013-08-23,DKI1 (Bunderan HI),75.0,10.0,30.0,58.0,22.0,75.0,PM10,SEDANG,
2013-08-24,DKI1 (Bunderan HI),69.0,9.0,26.0,58.0,19.0,69.0,PM10,SEDANG,
2013-08-25,DKI1 (Bunderan HI),64.0,9.0,15.0,57.0,10.0,64.0,PM10,SEDANG,
2013-08-26,DKI1 (Bunderan HI),62.0,9.0,25.0,48.0,12.0,62.0,PM10,SEDANG,
2013-08-27,DKI1 (Bunderan HI),61.0,9.0,27.0,58.0,14.0,61.0,PM10,SEDANG,
2013-08-28,DKI1 (Bunderan HI),68.0,8.0,28.0,72.0,23.0,72.0,O3,SEDANG,
2013-08-29,DKI1 (Bunderan HI),63.0,9.0,27.0,49.0,12.0,63.0,PM10,SEDANG,
2013-08-30,DKI1 (Bunderan HI),69.0,9.0,30.0,53.0,16.0,69.0,PM10,SEDANG,
2013-08-31,DKI1 (Bunderan HI),58.0,6.0,28.0,49.0,15.0,58.0,PM10,SEDANG,
2013-09-01,DKI1 (Bunderan HI),61.0,9.0,15.0,67.0,13.0,67.0,O3,SEDANG,
2013-09-02,DKI1 (Bunderan HI),62.0,9.0,28.0,77.0,15.0,77.0,O3,SEDANG,
2013-09-03,DKI1 (Bunderan HI),69.0,7.0,35.0,74.0,24.0,74.0,O3,SEDANG,
2013-09-04,DKI1 (Bunderan HI),68.0,6.0,33.0,82.0,19.0,82.0,O3,SEDANG,
2013-09-05,DKI1 (Bunderan HI),72.0,8.0,29.0,98.0,24.0,98.0,O3,SEDANG,
2013-09-06,DKI1 (Bunderan HI),67.0,7.0,31.0,74.0,19.0,74.0,O3,SEDANG,
2013-09-07,DKI1 (Bunderan HI),70.0,9.0,32.0,64.0,19.0,70.0,PM10,SEDANG,
2013-09-08,DKI1 (Bunderan HI),62.0,5.0,26.0,72.0,14.0,72.0,O3,SEDANG,
2013-09-09,DKI1 (Bunderan HI),68.0,7.0,34.0,68.0,20.0,68.0,PM10,SEDANG,
2013-09-10,DKI1 (Bunderan HI),80.0,9.0,35.0,74.0,21.0,80.0,PM10,SEDANG,
2013-09-11,DKI1 (Bunderan HI),66.0,10.0,33.0,57.0,18.0,66.0,PM10,SEDANG,
2013-09-12,DKI1 (Bunderan HI),71.0,10.0,29.0,48.0,17.0,71.0,PM10,SEDANG,
2013-09-13,DKI1 (Bunderan HI),73.0,8.0,32.0,66.0,22.0,73.0,PM10,SEDANG,
2013-09-14,DKI1 (Bunderan HI),65.0,7.0,28.0,90.0,19.0,90.0,O3,SEDANG,
2013-09-15,DKI1 (Bunderan HI),51.0,5.0,24.0,81.0,15.0,81.0,O3,SEDANG,
2013-09-16,DKI1 (Bunderan HI),,8.0,35.0,44.0,17.0,44.0,O3,BAIK,
2013-09-17,DKI1 (Bunderan HI),,9.0,34.0,81.0,26.0,81.0,O3,SEDANG,
2013-09-18,DKI1 (Bunderan HI),64.0,7.0,30.0,62.0,17.0,64.0,PM10,SEDANG,
2013-09-19,DKI1 (Bunderan HI),71.0,8.0,30.0,74.0,19.0,74.0,O3,SEDANG,
2013-09-20,DKI1 (Bunderan HI),68.0,9.0,32.0,49.0,18.0,68.0,PM10,SEDANG,
2013-09-21,DKI1 (Bunderan HI),62.0,7.0,25.0,94.0,19.0,94.0,O3,SEDANG,
2013-09-22,DKI1 (Bunderan HI),65.0,6.0,33.0,89.0,16.0,89.0,O3,SEDANG,
2013-09-23,DKI1 (Bunderan HI),66.0,8.0,30.0,71.0,27.0,71.0,O3,SEDANG,
2013-09-24,DKI1 (Bunderan HI),64.0,9.0,27.0,48.0,22.0,64.0,PM10,SEDANG,
2013-09-25,DKI1 (Bunderan HI),63.0,10.0,27.0,64.0,30.0,64.0,O3,SEDANG,
2013-09-26,DKI1 (Bunderan HI),67.0,7.0,26.0,80.0,19.0,80.0,O3,SEDANG,
2013-09-27,DKI1 (Bunderan HI),65.0,8.0,31.0,76.0,19.0,76.0,O3,SEDANG,
2013-09-28,DKI1 (Bunderan HI),70.0,10.0,26.0,66.0,18.0,70.0,PM10,SEDANG,
2013-09-29,DKI1 (Bunderan HI),72.0,11.0,26.0,69.0,12.0,72.0,PM10,SEDANG,
2013-09-30,DKI1 (Bunderan HI),69.0,8.0,29.0,60.0,18.0,69.0,PM10,SEDANG,
2013-10-01,DKI1 (Bunderan HI),85.0,10.0,33.0,79.0,23.0,85.0,PM10,SEDANG,
2013-10-02,DKI1 (Bunderan HI),78.0,9.0,31.0,81.0,21.0,81.0,O3,SEDANG,
2013-10-03,DKI1 (Bunderan HI),71.0,8.0,33.0,78.0,24.0,78.0,O3,SEDANG,
2013-10-04,DKI1 (Bunderan HI),71.0,9.0,31.0,72.0,19.0,72.0,O3,SEDANG,
2013-10-05,DKI1 (Bunderan HI),74.0,9.0,31.0,88.0,18.0,88.0,O3,SEDANG,
2013-10-06,DKI1 (Bunderan HI),75.0,5.0,30.0,123.0,18.0,123.0,O3,TIDAK SEHAT,
2013-10-07,DKI1 (Bunderan HI),67.0,8.0,31.0,80.0,17.0,80.0,O3,SEDANG,
2013-10-08,DKI1 (Bunderan HI),72.0,10.0,32.0,58.0,22.0,72.0,PM10,SEDANG,
2013-10-09,DKI1 (Bunderan HI),60.0,10.0,29.0,69.0,19.0,69.0,O3,SEDANG,
2013-10-10,DKI1 (Bunderan HI),61.0,8.0,31.0,59.0,21.0,61.0,PM10,SEDANG,
2013-10-11,DKI1 (Bunderan HI),64.0,9.0,30.0,84.0,21.0,84.0,O3,SEDANG,
2013-10-12,DKI1 (Bunderan HI),62.0,10.0,29.0,94.0,18.0,94.0,O3,SEDANG,
2013-10-13,DKI1 (Bunderan HI),59.0,5.0,20.0,76.0,14.0,76.0,O3,SEDANG,
2013-10-14,DKI1 (Bunderan HI),60.0,6.0,30.0,66.0,15.0,66.0,O3,SEDANG,
2013-10-15,DKI1 (Bunderan HI),56.0,6.0,18.0,57.0,11.0,57.0,O3,SEDANG,
2013-10-16,DKI1 (Bunderan HI),65.0,9.0,25.0,49.0,14.0,65.0,PM10,SEDANG,
2013-10-17,DKI1 (Bunderan HI),65.0,10.0,20.0,44.0,12.0,65.0,PM10,SEDANG,
2013-10-18,DKI1 (Bunderan HI),59.0,9.0,23.0,48.0,10.0,59.0,PM10,SEDANG,
2013-10-19,DKI1 (Bunderan HI),72.0,8.0,37.0,97.0,18.0,97.0,O3,SEDANG,
2013-10-20,DKI1 (Bunderan HI),47.0,7.0,19.0,65.0,12.0,65.0,O3,SEDANG,
